SNE Name,lat,lng,Country Code,Type,Population,source
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Georgia,32.75042,-83.50018,US,A,8975842,Mad_Cow_disease_confirmed_in_U.S.
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Georgia,32.75042,-83.50018,US,A,8975842,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Ås,59.66366,10.79101,NO,A,15863,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Georgia,32.75042,-83.50018,US,A,8975842,Mad_Cow_disease_confirmed_in_U.S.
Washington,39.81806,-97.05086,US,P,1085,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Ås,59.66366,10.79101,NO,A,15863,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Georgia,32.75042,-83.50018,US,A,8975842,Mad_Cow_disease_confirmed_in_U.S.
Washington,39.81806,-97.05086,US,P,1085,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Ås,59.66366,10.79101,NO,A,15863,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Canada,60.10867,-113.64258,CA,A,37058856,Mad_Cow_disease_confirmed_in_U.S.
Georgia,32.75042,-83.50018,US,A,8975842,Mad_Cow_disease_confirmed_in_U.S.
Washington,39.81806,-97.05086,US,P,1085,Mad_Cow_disease_confirmed_in_U.S.
Texas,37.31731,-91.96505,US,A,26008,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Ås,59.66366,10.79101,NO,A,15863,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Canada,60.10867,-113.64258,CA,A,37058856,Mad_Cow_disease_confirmed_in_U.S.
Georgia,32.75042,-83.50018,US,A,8975842,Mad_Cow_disease_confirmed_in_U.S.
Washington,39.81806,-97.05086,US,P,1085,Mad_Cow_disease_confirmed_in_U.S.
Sweden,62,15,SE,A,10183175,Mad_Cow_disease_confirmed_in_U.S.
Texas,37.31731,-91.96505,US,A,26008,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Ås,59.66366,10.79101,NO,A,15863,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Canada,60.10867,-113.64258,CA,A,37058856,Mad_Cow_disease_confirmed_in_U.S.
Georgia,32.75042,-83.50018,US,A,8975842,Mad_Cow_disease_confirmed_in_U.S.
Washington,39.81806,-97.05086,US,P,1085,Mad_Cow_disease_confirmed_in_U.S.
Sweden,62,15,SE,A,10183175,Mad_Cow_disease_confirmed_in_U.S.
Texas,37.31731,-91.96505,US,A,26008,Mad_Cow_disease_confirmed_in_U.S.
Iowa,41.68632,-92.06552,US,A,16355,Mad_Cow_disease_confirmed_in_U.S.
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Ås,59.66366,10.79101,NO,A,15863,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
Canada,60.10867,-113.64258,CA,A,37058856,Mad_Cow_disease_confirmed_in_U.S.
Georgia,32.75042,-83.50018,US,A,8975842,Mad_Cow_disease_confirmed_in_U.S.
California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
Ames,42.03471,-93.61994,US,P,65060,USDA_says_mad_cow_disease_found_in_cow_in_California
Iowa,41.68632,-92.06552,US,A,16355,USDA_says_mad_cow_disease_found_in_cow_in_California
Ames,42.03471,-93.61994,US,P,65060,USDA_says_mad_cow_disease_found_in_cow_in_California
California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
United States,39.76,-98.5,US,A,327167434,USDA_says_mad_cow_disease_found_in_cow_in_California
Iowa,41.68632,-92.06552,US,A,16355,USDA_says_mad_cow_disease_found_in_cow_in_California
Ames,42.03471,-93.61994,US,P,65060,USDA_says_mad_cow_disease_found_in_cow_in_California
California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
Washington,39.81806,-97.05086,US,P,1085,USDA_says_mad_cow_disease_found_in_cow_in_California
United States,39.76,-98.5,US,A,327167434,USDA_says_mad_cow_disease_found_in_cow_in_California
Iowa,41.68632,-92.06552,US,A,16355,USDA_says_mad_cow_disease_found_in_cow_in_California
Ames,42.03471,-93.61994,US,P,65060,USDA_says_mad_cow_disease_found_in_cow_in_California
California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
Washington,39.81806,-97.05086,US,P,1085,USDA_says_mad_cow_disease_found_in_cow_in_California
United States,39.76,-98.5,US,A,327167434,USDA_says_mad_cow_disease_found_in_cow_in_California
Iowa,41.68632,-92.06552,US,A,16355,USDA_says_mad_cow_disease_found_in_cow_in_California
Ames,42.03471,-93.61994,US,P,65060,USDA_says_mad_cow_disease_found_in_cow_in_California
California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
Canada,60.10867,-113.64258,CA,A,37058856,USDA_says_mad_cow_disease_found_in_cow_in_California
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,49.8844,-97.14704,CA,P,632063,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,49.8844,-97.14704,CA,P,632063,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,49.8844,-97.14704,CA,P,632063,New_case_of_Mad_Cow_disease_found_in_Canada
United States,39.76,-98.5,US,A,327167434,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,49.8844,-97.14704,CA,P,632063,New_case_of_Mad_Cow_disease_found_in_Canada
Washington,39.81806,-97.05086,US,P,1085,New_case_of_Mad_Cow_disease_found_in_Canada
United States,39.76,-98.5,US,A,327167434,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,37.60449,-92.30211,US,P,0,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Washington,39.81806,-97.05086,US,P,1085,New_case_of_Mad_Cow_disease_found_in_Canada
United States,39.76,-98.5,US,A,327167434,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,37.60449,-92.30211,US,P,0,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Washington,39.81806,-97.05086,US,P,1085,New_case_of_Mad_Cow_disease_found_in_Canada
United States,39.76,-98.5,US,A,327167434,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,37.60449,-92.30211,US,P,0,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Washington,39.81806,-97.05086,US,P,1085,New_case_of_Mad_Cow_disease_found_in_Canada
United States,39.76,-98.5,US,A,327167434,New_case_of_Mad_Cow_disease_found_in_Canada
Texas,37.31731,-91.96505,US,A,26008,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,37.60449,-92.30211,US,P,0,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
Washington,39.81806,-97.05086,US,P,1085,New_case_of_Mad_Cow_disease_found_in_Canada
United States,39.76,-98.5,US,A,327167434,New_case_of_Mad_Cow_disease_found_in_Canada
Texas,37.31731,-91.96505,US,A,26008,New_case_of_Mad_Cow_disease_found_in_Canada
England,52.16045,-0.70312,GB,A,56286961,New_case_of_Mad_Cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
Winnipeg,37.60449,-92.30211,US,P,0,New_case_of_Mad_Cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
East Providence,41.81371,-71.37005,US,P,47408,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Barrington,41.74066,-71.30866,US,P,16669,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Rhode Island,42.67896,-75.79964,US,P,0,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
East Providence,41.81371,-71.37005,US,P,47408,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Barrington,41.74066,-71.30866,US,P,16669,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Rhode Island,42.67896,-75.79964,US,P,0,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
East Providence,41.81371,-71.37005,US,P,47408,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Barrington,41.74066,-71.30866,US,P,16669,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Rhode Island,42.67896,-75.79964,US,P,0,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Massachusetts,42.36565,-71.10832,US,A,6433422,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
East Providence,41.81371,-71.37005,US,P,47408,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Barrington,41.74066,-71.30866,US,P,16669,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island
Hammond,41.58337,-87.50004,US,P,77614,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
Hammond,41.58337,-87.50004,US,P,77614,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
Indiana,40.00032,-86.25027,US,A,6265933,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
Hammond,41.58337,-87.50004,US,P,77614,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
Indiana,40.00032,-86.25027,US,A,6265933,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
Vermont,44.00034,-72.74983,US,A,624501,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year
Brattleboro,42.85092,-72.55787,US,P,7414,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year
Vermont,44.00034,-72.74983,US,A,624501,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year
Brattleboro,42.85092,-72.55787,US,P,7414,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year
Vermont,44.00034,-72.74983,US,A,624501,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Fairfield,41.22496,-73.3712,US,A,916829,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Fairfield,41.22496,-73.3712,US,A,916829,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Malakoff,32.1696,-96.01247,US,P,2296,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Fairfield,41.22496,-73.3712,US,A,916829,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Dallas,32.76663,-96.77787,US,A,2368139,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Malakoff,32.1696,-96.01247,US,P,2296,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Fairfield,41.22496,-73.3712,US,A,916829,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Austin,30.26715,-97.74306,US,P,931830,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Dallas,32.76663,-96.77787,US,A,2368139,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Malakoff,32.1696,-96.01247,US,P,2296,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Fairfield,41.22496,-73.3712,US,A,916829,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Austin,30.26715,-97.74306,US,P,931830,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Dallas,32.76663,-96.77787,US,A,2368139,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Malakoff,32.1696,-96.01247,US,P,2296,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Fairfield,41.22496,-73.3712,US,A,916829,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Austin,30.26715,-97.74306,US,P,931830,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Dallas,32.76663,-96.77787,US,A,2368139,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Malakoff,32.1696,-96.01247,US,P,2296,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Fairfield,41.22496,-73.3712,US,A,916829,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,39.4276,-76.85331,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Texas,37.31731,-91.96505,US,A,26008,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
San Agustín,13.45617,-88.58978,SV,A,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Austin,30.26715,-97.74306,US,P,931830,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Dallas,32.76663,-96.77787,US,A,2368139,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Malakoff,32.1696,-96.01247,US,P,2296,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
